Picture_ID,Gender,Race,Ground_Truth_Emotion,qwen_original_predicted,phi_original_predicted,idefics_original_predicted,Qwen_Context_Dependent,Phi_Context_Dependent,Idefics_Context_Dependent,qwen_original_joy,qwen_original_sadness,qwen_original_anger,qwen_original_fear,qwen_original_disgust,qwen_original_surprise,qwen_black_joy,qwen_black_sadness,qwen_black_anger,qwen_black_fear,qwen_black_disgust,qwen_black_surprise,phi_original_joy,phi_original_sadness,phi_original_anger,phi_original_fear,phi_original_disgust,phi_original_surprise,phi_black_joy,phi_black_sadness,phi_black_anger,phi_black_fear,phi_black_disgust,phi_black_surprise,idefics_original_joy,idefics_original_sadness,idefics_original_anger,idefics_original_fear,idefics_original_disgust,idefics_original_surprise,idefics_black_joy,idefics_black_sadness,idefics_black_anger,idefics_black_fear,idefics_black_disgust,idefics_black_surprise,qwen_original_confidence,qwen_black_confidence,phi_original_confidence,phi_black_confidence,idefics_original_confidence,idefics_black_confidence,Qwen_Context_Shift,Phi_Context_Shift,Idefics_Context_Shift,Qwen_Accuracy,Phi_Accuracy,Idefics_Accuracy,MME_Score,qwen_black_predicted,phi_black_predicted,idefics_black_predicted
IMG_1359,Male,Latino,disgust,disgust,disgust,joy,No,No,Yes,5,1,0,1,91,2,1,0,0,0,99,0,4,2,2,5,81,6,1,1,2,0,93,3,84,1,4,0,3,8,3,1,1,2,92,1,91,99,81,93,84,92,0,0,1,1,1,0,1,disgust,disgust,disgust
IMG_1360,Male,South Asian,anger,anger,anger,fear,No,No,Yes,5,3,75,4,2,11,1,2,81,4,2,10,2,13,82,2,0,1,1,1,95,1,2,0,1,21,2,68,7,1,5,3,9,15,6,62,75,81,82,95,68,62,0,0,1,1,1,0,1,anger,anger,surprise
IMG_1361,Male,East Asian,disgust,fear,joy,surprise,No,No,No,1,0,1,75,21,2,10,2,3,70,13,2,72,2,5,4,6,11,63,12,7,12,5,1,2,3,2,3,0,90,2,1,1,3,0,93,75,70,72,63,90,93,0,0,0,0,0,0,0,fear,joy,surprise
IMG_1362,Male,East Asian,surprise,fear,anger,disgust,No,No,No,11,4,10,71,4,0,5,5,12,76,2,0,0,2,89,0,9,0,11,4,70,14,0,1,0,3,1,1,94,1,0,2,15,1,75,7,71,76,89,70,94,75,0,0,0,0,0,0,0,fear,anger,disgust
IMG_1363,Female,Latino,joy,joy,joy,joy,No,Yes,Yes,91,3,1,3,1,1,92,1,2,1,0,4,91,6,1,1,1,0,5,13,5,72,5,0,90,1,0,2,0,7,12,2,8,8,9,61,91,92,91,72,90,61,0,1,1,1,1,1,1,joy,fear,surprise
IMG_1364,Male,Latino,surprise,anger,sadness,joy,No,No,Yes,9,3,63,7,11,7,1,1,94,0,0,4,0,94,3,1,2,0,3,60,12,5,14,6,90,5,2,2,0,1,5,7,7,1,0,80,63,94,94,60,90,80,0,0,1,0,0,0,0,anger,sadness,surprise
IMG_1365,Female,South Asian,disgust,disgust,joy,sadness,No,No,Yes,2,0,0,2,96,0,1,0,0,0,97,2,82,11,4,1,0,2,87,5,5,1,2,0,2,87,0,2,2,7,4,0,0,92,1,3,96,97,82,87,87,92,0,0,1,1,0,0,0,disgust,joy,fear
IMG_1366,Male,Latino,sadness,sadness,sadness,sadness,No,Yes,No,1,97,1,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,79,4,6,3,4,4,0,77,1,0,13,9,0,85,1,6,7,1,97,100,100,79,77,85,0,1,0,1,1,1,1,sadness,joy,sadness
IMG_1367,Male,Caucasian White,joy,joy,joy,joy,No,No,No,82,0,10,3,1,4,100,0,0,0,0,0,93,1,1,1,2,2,83,2,7,3,1,4,89,2,0,3,5,1,90,3,1,1,2,3,82,100,93,83,89,90,0,0,0,1,1,1,1,joy,joy,joy
IMG_1368,Male,Caucasian White,surprise,joy,fear,anger,No,No,No,89,1,2,2,2,4,61,3,19,3,3,11,1,4,8,85,0,2,8,4,1,69,14,4,9,5,63,5,2,16,1,2,94,0,1,2,89,61,85,69,63,94,0,0,0,0,0,0,0,joy,fear,anger
IMG_1369,Male,East Asian,anger,anger,anger,disgust,No,No,Yes,5,1,87,1,2,4,2,12,75,5,4,2,1,2,94,1,1,1,3,2,79,1,13,2,12,3,1,6,77,1,88,1,0,3,2,6,87,75,94,79,77,88,0,0,1,1,1,0,1,anger,anger,joy
IMG_1370,Male,South Asian,joy,joy,joy,joy,No,No,No,81,5,0,3,6,5,98,0,0,2,0,0,86,0,9,2,3,0,91,2,1,5,0,1,80,12,1,5,0,2,79,4,6,4,3,4,81,98,86,91,80,79,0,0,0,1,1,1,1,joy,joy,joy
IMG_1371,Male,South Asian,sadness,sadness,sadness,sadness,No,No,No,4,84,2,1,0,9,2,77,2,6,2,11,1,96,0,0,1,2,0,98,0,1,0,1,1,86,1,0,1,11,3,81,6,2,7,1,84,77,96,98,86,81,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_1372,Female,South Asian,anger,anger,anger,anger,No,Yes,No,0,7,83,1,3,6,1,1,95,0,3,0,4,2,82,5,1,6,2,67,0,22,2,7,0,0,81,6,10,3,1,7,89,2,1,0,83,95,82,67,81,89,0,1,0,1,1,1,1,anger,sadness,anger
IMG_1373,Male,Black American,surprise,joy,joy,anger,No,No,No,93,2,2,1,2,0,88,2,1,2,2,5,92,4,1,1,2,0,81,1,1,8,3,6,1,2,89,1,4,3,1,1,90,0,4,4,93,88,92,81,89,90,0,0,0,0,0,0,0,joy,joy,anger
IMG_1374,Male,South Asian,anger,fear,anger,anger,No,No,Yes,2,8,5,83,1,1,6,2,5,67,17,3,0,0,100,0,0,0,0,0,100,0,0,0,7,0,80,4,2,7,8,79,1,2,6,4,83,67,100,100,80,79,0,0,1,0,1,1,1,fear,anger,sadness
IMG_1375,Female,East Asian,fear,surprise,fear,disgust,No,No,No,0,7,3,4,7,79,3,3,8,5,6,75,11,2,2,81,3,1,11,2,1,76,9,1,2,10,3,23,62,0,3,5,7,7,66,12,79,75,81,76,62,66,0,0,0,0,1,0,0,surprise,fear,disgust
IMG_1376,Male,Latino,sadness,sadness,sadness,sadness,No,Yes,Yes,1,81,0,7,5,6,15,75,6,2,1,1,1,92,1,0,5,1,16,17,0,61,0,6,0,98,0,1,0,1,7,2,71,2,4,14,81,75,92,61,98,71,0,1,1,1,1,1,1,sadness,fear,anger
IMG_1377,Female,East Asian,surprise,anger,sadness,joy,No,Yes,Yes,1,6,83,7,0,3,3,11,65,2,18,1,14,70,3,1,6,6,82,4,3,1,3,7,80,6,10,2,2,0,6,3,1,79,0,11,83,65,70,82,80,79,0,1,1,0,0,0,0,anger,joy,fear
IMG_1378,Male,Latino,disgust,surprise,sadness,anger,Yes,No,No,12,8,3,3,5,69,1,1,0,92,1,5,0,85,1,5,7,2,0,74,2,19,3,2,12,4,67,4,8,5,5,4,60,27,0,4,69,92,85,74,67,60,1,0,0,0,0,0,0,fear,sadness,anger
IMG_1379,Female,Caucasian White,joy,joy,joy,joy,No,No,Yes,86,1,3,4,6,0,97,2,1,0,0,0,90,0,1,1,4,4,89,0,1,5,2,3,80,2,2,1,14,1,14,0,2,10,67,7,86,97,90,89,80,67,0,0,1,1,1,1,1,joy,joy,disgust
IMG_1380,Male,East Asian,surprise,fear,disgust,sadness,No,Yes,No,1,1,2,84,11,1,7,15,8,62,5,3,2,20,11,2,64,1,65,8,1,17,6,3,3,90,4,2,0,1,12,79,0,0,4,5,84,62,64,65,90,79,0,1,0,0,0,0,0,fear,joy,sadness
IMG_1381,Female,Latino,sadness,sadness,sadness,sadness,No,No,No,1,86,0,1,4,8,0,96,0,1,1,2,1,95,0,3,0,1,5,93,0,0,0,2,1,96,0,2,0,1,0,94,2,2,1,1,86,96,95,93,96,94,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_1382,Male,East Asian,joy,joy,joy,joy,No,No,No,98,-1,1,1,1,0,79,1,3,7,6,4,87,2,1,6,4,0,96,0,1,0,2,1,91,1,1,2,2,3,86,1,2,1,3,7,98,79,87,96,91,86,0,0,0,1,1,1,1,joy,joy,joy
IMG_1383,Female,Latino,joy,joy,joy,joy,No,Yes,No,80,1,1,10,4,4,98,1,0,1,0,0,78,10,4,5,1,2,0,88,2,4,4,2,100,0,0,0,0,0,93,0,1,1,0,5,80,98,78,88,100,93,0,1,0,1,1,1,1,joy,sadness,joy
IMG_1384,Male,Latino,surprise,fear,sadness,sadness,No,No,No,15,6,10,64,2,3,2,3,5,77,6,7,0,86,0,2,2,10,2,88,1,6,2,1,2,69,9,6,8,6,13,65,10,2,10,0,64,77,86,88,69,65,0,0,0,0,0,0,0,fear,sadness,sadness
IMG_1385,Male,Caucasian White,anger,anger,fear,anger,No,No,No,0,0,99,0,0,1,1,0,87,9,2,1,1,11,1,84,3,0,9,15,1,71,3,1,3,1,84,1,6,5,2,0,85,4,5,4,99,87,84,71,84,85,0,0,0,1,0,1,1,anger,fear,anger
IMG_1386,Male,South Asian,disgust,disgust,anger,fear,No,Yes,Yes,1,0,1,14,79,5,1,1,0,1,97,0,2,19,60,17,1,1,2,0,1,1,2,94,7,5,2,73,4,9,91,0,3,3,2,1,79,97,60,94,73,91,0,1,1,1,0,0,0,disgust,surprise,joy
IMG_1387,Male,Latino,disgust,disgust,surprise,fear,No,Yes,Yes,2,1,1,2,93,1,1,11,5,1,81,1,10,0,4,14,1,71,93,1,2,0,1,3,2,0,1,93,2,2,-1,6,83,8,1,3,93,81,71,93,93,83,0,1,1,1,0,0,0,disgust,joy,anger
IMG_1388,Male,East Asian,anger,anger,anger,joy,No,No,Yes,2,6,83,2,4,3,0,0,96,1,2,1,6,4,80,8,2,0,1,7,77,11,1,3,71,0,10,4,4,11,5,1,1,89,0,4,83,96,80,77,71,89,0,0,1,1,1,0,1,anger,anger,fear
IMG_1389,Male,Caucasian White,anger,anger,anger,fear,No,No,No,3,4,81,5,2,5,0,1,97,0,1,1,11,6,79,4,0,0,0,0,98,0,1,1,4,9,4,66,1,16,7,2,5,80,4,2,81,97,79,98,66,80,0,0,0,1,1,0,1,anger,anger,fear
IMG_1390,Male,Latino,disgust,anger,fear,fear,No,No,No,1,1,89,2,7,0,16,4,66,9,0,5,4,2,5,79,0,10,1,3,5,90,1,0,1,3,2,88,1,5,20,1,7,71,1,0,89,66,79,90,88,71,0,0,0,0,0,0,0,anger,fear,fear
IMG_1391,Male,Black American,joy,joy,joy,joy,No,No,No,85,1,7,1,0,6,99,1,0,0,0,0,79,2,0,3,3,13,94,2,2,0,1,1,92,2,0,1,2,3,98,1,0,1,0,0,85,99,79,94,92,98,0,0,0,1,1,1,1,joy,joy,joy
IMG_1392,Male,Caucasian White,fear,surprise,disgust,surprise,No,No,Yes,2,3,9,8,5,73,1,6,5,1,0,87,3,7,2,3,82,3,1,2,3,1,87,6,5,7,2,8,6,72,3,5,14,14,61,3,73,87,82,87,72,61,0,0,1,0,0,0,0,surprise,disgust,disgust
IMG_1393,Male,Caucasian White,fear,sadness,disgust,surprise,No,Yes,Yes,1,90,1,5,1,2,3,84,5,2,4,2,0,2,1,1,93,3,12,8,4,2,4,70,1,2,7,8,3,79,64,10,13,5,1,7,90,84,93,70,79,64,0,1,1,0,0,0,0,sadness,surprise,joy
IMG_1394,Male,Latino,disgust,disgust,joy,sadness,No,No,Yes,2,1,0,4,88,5,1,0,1,0,98,0,82,2,5,1,3,7,67,2,8,1,8,14,1,66,2,5,1,25,1,2,1,1,3,92,88,98,82,67,66,92,0,0,1,1,0,0,0,disgust,joy,surprise
IMG_1395,Female,Black American,sadness,sadness,sadness,sadness,No,Yes,Yes,0,94,2,2,1,1,4,83,0,7,5,1,1,78,13,2,0,6,6,4,1,5,75,9,3,87,9,0,1,0,2,3,70,8,16,1,94,83,78,75,87,70,0,1,1,1,1,1,1,sadness,disgust,anger
IMG_1396,Male,Latino,surprise,sadness,disgust,anger,No,Yes,No,25,63,2,7,0,3,4,92,0,2,0,2,10,2,1,2,72,13,65,11,1,8,2,13,7,8,78,2,4,1,1,4,89,5,1,0,63,92,72,65,78,89,0,1,0,0,0,0,0,sadness,joy,anger
IMG_1397,Female,South Asian,anger,anger,anger,anger,No,No,Yes,6,0,92,1,0,1,1,6,80,4,3,6,1,2,82,3,12,0,0,1,88,2,0,9,5,2,79,3,6,5,3,90,0,4,2,1,92,80,82,88,79,90,0,0,1,1,1,1,1,anger,anger,sadness
IMG_1398,Male,Black American,disgust,disgust,sadness,disgust,No,No,Yes,1,1,1,2,95,0,1,1,1,1,95,1,3,89,0,2,4,2,9,67,8,3,11,2,10,6,1,3,78,2,1,3,89,1,4,2,95,95,89,67,78,89,0,0,1,1,0,1,1,disgust,sadness,anger
IMG_1399,Male,Black American,joy,joy,joy,joy,No,No,Yes,100,0,0,0,0,0,81,3,4,3,1,8,86,3,3,5,2,1,92,0,0,4,1,3,93,1,1,1,1,3,6,2,80,4,2,6,100,81,86,92,93,80,0,0,1,1,1,1,1,joy,joy,anger
IMG_1400,Male,South Asian,disgust,anger,disgust,disgust,No,Yes,Yes,8,2,69,1,13,7,2,4,68,6,2,18,1,3,1,4,91,0,5,8,8,65,1,13,6,1,6,1,83,3,11,70,3,13,2,1,69,68,91,65,83,70,0,1,1,0,1,1,1,anger,fear,sadness
IMG_1401,Female,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,3,81,4,9,1,2,6,75,11,0,4,4,2,83,2,2,6,5,4,91,0,3,1,1,8,77,2,7,0,6,90,1,5,1,2,1,81,75,83,91,77,90,0,0,1,1,1,1,1,sadness,sadness,joy
IMG_1402,Female,South Asian,anger,disgust,joy,anger,No,Yes,Yes,2,6,1,2,72,17,3,5,1,2,87,2,84,2,1,2,5,6,5,3,2,1,6,83,5,4,84,5,1,1,1,5,0,7,12,75,72,87,84,83,84,75,0,1,1,0,0,1,0,disgust,surprise,surprise
IMG_1403,Male,South Asian,joy,joy,joy,joy,No,No,No,87,1,1,0,1,10,75,0,3,7,5,10,92,0,2,4,0,2,97,1,1,1,0,0,87,3,1,0,8,1,81,4,1,6,5,3,87,75,92,97,87,81,0,0,0,1,1,1,1,joy,joy,joy
IMG_1404,Male,Caucasian White,fear,surprise,disgust,anger,No,No,Yes,5,3,12,0,2,78,0,12,3,1,1,83,9,3,3,2,79,4,3,9,9,7,62,10,2,3,92,1,2,0,0,90,3,4,0,3,78,83,79,62,92,90,0,0,1,0,0,0,0,surprise,disgust,sadness
IMG_1405,Male,South Asian,joy,joy,joy,joy,No,No,Yes,80,0,4,6,5,5,87,7,4,0,1,1,92,3,1,2,2,0,78,9,6,3,2,2,92,1,0,2,1,4,1,71,17,3,2,6,80,87,92,78,92,71,0,0,1,1,1,1,1,joy,joy,sadness
IMG_1406,Female,Caucasian White,joy,joy,joy,joy,No,No,Yes,86,2,2,1,7,2,92,3,3,1,0,1,78,8,0,2,3,9,89,1,2,1,5,2,86,1,0,6,6,1,4,3,1,85,2,5,86,92,78,89,86,85,0,0,1,1,1,1,1,joy,joy,fear
IMG_1407,Male,Caucasian White,sadness,sadness,sadness,sadness,No,No,No,4,76,11,8,1,0,3,82,0,12,1,2,1,79,3,10,6,1,0,100,0,0,0,0,2,88,3,6,0,1,1,93,4,0,2,0,76,82,79,100,88,93,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_1408,Male,Caucasian White,fear,surprise,fear,surprise,No,No,Yes,2,8,7,5,5,73,3,17,3,13,0,64,0,0,0,100,0,0,2,1,2,87,7,1,2,31,1,4,2,60,2,4,3,1,89,1,73,64,100,87,60,89,0,0,1,0,1,0,0,surprise,fear,disgust
IMG_1409,Male,Latino,surprise,disgust,joy,anger,No,No,No,1,8,7,0,84,0,-1,6,1,2,87,5,83,3,3,2,9,0,76,0,1,8,9,6,3,3,91,1,0,2,0,3,88,5,1,3,84,87,83,76,91,88,0,0,0,0,0,0,0,disgust,joy,anger
IMG_1410,Female,Black American,surprise,disgust,anger,anger,No,No,No,1,3,1,1,94,0,1,12,16,2,63,6,7,8,66,4,10,5,4,2,88,1,4,1,9,21,65,1,1,3,2,1,89,0,6,2,94,63,66,88,65,89,0,0,0,0,0,0,0,disgust,anger,anger
IMG_1411,Female,Caucasian White,fear,joy,disgust,surprise,No,No,Yes,70,4,6,1,9,10,89,3,6,2,0,0,5,16,8,2,68,1,16,10,2,4,65,3,4,0,20,1,9,66,68,14,1,11,3,3,70,89,68,65,66,68,0,0,1,0,0,0,0,joy,disgust,joy
IMG_1412,Male,South Asian,fear,sadness,joy,joy,No,Yes,No,4,70,3,13,1,9,1,60,16,14,3,6,94,2,0,1,0,3,4,4,71,17,3,1,93,3,0,2,1,1,79,3,4,6,2,6,70,60,94,71,93,79,0,1,0,0,0,0,0,sadness,anger,joy
IMG_1413,Female,South Asian,fear,surprise,fear,anger,No,No,No,3,4,3,3,1,86,11,2,1,2,10,74,3,2,4,87,2,2,1,1,1,97,0,0,6,9,62,10,6,7,7,6,62,8,6,11,86,74,87,97,62,62,0,0,0,0,1,0,0,surprise,fear,anger
IMG_1414,Female,Black American,anger,disgust,anger,anger,No,Yes,No,0,1,2,1,94,2,1,1,4,0,94,0,1,1,88,7,1,2,19,4,6,5,65,1,16,1,77,1,3,2,2,2,91,2,0,3,94,94,88,65,77,91,0,1,0,0,1,1,1,disgust,disgust,anger
IMG_1415,Male,Latino,fear,anger,joy,surprise,No,No,Yes,5,2,75,1,3,14,1,0,78,1,13,7,91,2,1,3,2,1,83,4,6,2,3,2,16,5,2,14,3,60,1,6,3,86,3,1,75,78,91,83,60,86,0,0,1,0,0,0,0,anger,joy,fear
IMG_1416,Male,East Asian,fear,sadness,anger,sadness,No,No,No,6,87,1,5,0,1,2,78,0,1,15,4,9,19,62,2,7,1,1,2,92,2,0,3,3,93,0,2,1,1,1,87,1,4,6,1,87,78,62,92,93,87,0,0,0,0,0,0,0,sadness,anger,sadness
IMG_1417,Female,East Asian,anger,anger,anger,anger,No,No,Yes,0,0,100,0,0,0,1,2,81,2,3,11,2,1,88,1,7,1,1,1,86,2,10,0,4,1,76,7,10,2,1,8,5,3,82,1,100,81,88,86,76,82,0,0,1,1,1,1,1,anger,anger,disgust
IMG_1418,Female,Caucasian White,fear,surprise,joy,anger,No,No,No,1,3,0,14,0,82,1,4,3,2,3,87,69,5,0,7,8,11,88,1,2,2,6,1,3,0,82,8,2,5,6,4,87,0,0,3,82,87,69,88,82,87,0,0,0,0,0,0,0,surprise,joy,anger
IMG_1419,Male,East Asian,sadness,sadness,sadness,sadness,No,No,Yes,2,96,1,0,1,0,7,84,7,1,1,0,1,87,5,0,3,4,1,83,2,2,11,1,5,80,2,4,6,3,1,7,11,0,2,79,96,84,87,83,80,79,0,0,1,1,1,1,1,sadness,sadness,surprise
IMG_1420,Female,Latino,sadness,sadness,sadness,sadness,Yes,No,No,1,89,0,6,0,4,2,8,86,0,0,4,2,93,0,2,1,2,1,77,1,5,8,8,8,75,2,1,1,13,10,78,3,0,5,4,89,86,93,77,75,78,1,0,0,1,1,1,1,anger,sadness,sadness
IMG_1421,Female,Latino,sadness,sadness,sadness,sadness,No,No,No,1,97,0,0,2,0,2,86,2,4,1,5,1,87,3,0,1,8,2,95,0,0,2,1,3,93,2,1,1,0,2,87,6,0,4,1,97,86,87,95,93,87,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_1422,Female,East Asian,surprise,fear,anger,sadness,No,No,Yes,6,5,2,83,4,0,2,2,0,94,1,1,11,5,62,4,14,4,3,8,77,5,6,1,1,89,0,3,5,2,3,1,6,2,0,88,83,94,62,77,89,88,0,0,1,0,0,0,0,fear,anger,surprise
IMG_1423,Male,Latino,sadness,sadness,sadness,sadness,No,No,No,1,99,0,0,0,0,3,80,4,4,2,7,3,84,8,3,2,0,2,79,5,4,1,9,2,84,5,4,3,2,2,89,5,2,1,1,99,80,84,79,84,89,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_1424,Female,Caucasian White,surprise,fear,anger,fear,No,No,No,7,21,2,67,2,1,1,3,1,93,1,1,3,3,88,6,0,0,1,3,93,2,1,0,0,10,10,70,1,9,9,5,1,72,2,11,67,93,88,93,70,72,0,0,0,0,0,0,0,fear,anger,fear
IMG_1425,Female,East Asian,surprise,joy,sadness,sadness,No,No,Yes,60,3,3,2,24,8,88,0,6,3,1,2,7,67,10,1,1,14,5,78,1,3,12,1,6,62,1,11,11,9,1,8,2,87,0,2,60,88,67,78,62,87,0,0,1,0,0,0,0,joy,sadness,fear
IMG_1426,Male,Caucasian White,surprise,sadness,fear,sadness,No,Yes,Yes,1,86,7,4,0,2,5,75,15,1,3,1,0,9,1,84,3,3,2,1,82,11,3,1,12,81,3,2,1,1,82,3,5,2,1,7,86,75,84,82,81,82,0,1,1,0,0,0,0,sadness,anger,joy
IMG_1427,Female,Caucasian White,joy,joy,joy,joy,No,No,No,82,4,2,8,1,3,87,3,3,0,4,3,92,0,2,3,1,2,100,0,0,0,0,0,79,8,4,2,7,0,90,7,0,1,2,0,82,87,92,100,79,90,0,0,0,1,1,1,1,joy,joy,joy
IMG_1428,Female,East Asian,surprise,sadness,joy,anger,No,No,No,19,60,6,6,4,5,1,89,3,7,0,0,80,3,7,4,0,6,65,5,11,2,0,17,0,2,92,3,2,1,9,4,69,5,7,6,60,89,80,65,92,69,0,0,0,0,0,0,0,sadness,joy,anger
IMG_1429,Female,Caucasian White,surprise,fear,fear,joy,No,Yes,No,2,17,9,68,4,0,0,3,1,84,3,9,6,17,5,63,0,9,1,5,0,1,91,2,85,3,8,1,1,2,83,9,2,1,0,5,68,84,63,91,85,83,0,1,0,0,0,0,0,fear,disgust,joy
IMG_1430,Male,Latino,joy,joy,joy,joy,No,Yes,No,88,5,3,0,3,1,92,1,4,1,1,1,78,2,1,0,16,3,1,4,1,28,2,64,76,2,1,5,14,2,94,0,2,1,2,1,88,92,78,64,76,94,0,1,0,1,1,1,1,joy,surprise,joy
IMG_1431,Female,Black American,sadness,sadness,sadness,sadness,No,Yes,No,2,84,3,5,1,5,0,100,0,0,0,0,0,87,7,2,1,3,20,2,5,3,8,62,1,97,1,0,0,1,0,100,0,0,0,0,84,100,87,62,97,100,0,1,0,1,1,1,1,sadness,surprise,sadness
IMG_1432,Female,Black American,fear,disgust,anger,sadness,No,No,No,7,0,3,3,87,0,2,2,0,6,87,3,16,3,75,3,2,1,5,0,91,1,2,1,2,93,0,3,1,1,3,68,3,16,9,1,87,87,75,91,93,68,0,0,0,0,0,0,0,disgust,anger,sadness
IMG_1433,Female,Caucasian White,disgust,anger,joy,anger,No,No,No,5,1,65,23,1,5,12,4,64,13,6,1,74,9,1,3,5,8,84,3,3,3,2,5,10,3,70,12,3,2,5,1,77,3,9,5,65,64,74,84,70,77,0,0,0,0,0,0,0,anger,joy,anger
IMG_1434,Male,Black American,joy,joy,joy,joy,No,Yes,No,86,3,1,1,3,6,92,0,1,0,7,0,96,1,2,1,0,0,3,1,1,1,2,92,87,5,1,3,1,3,77,3,1,6,3,10,86,92,96,92,87,77,0,1,0,1,1,1,1,joy,surprise,joy
IMG_1435,Female,Caucasian White,surprise,fear,joy,joy,No,Yes,No,6,4,3,79,5,3,6,11,1,73,5,4,61,-1,14,9,5,12,2,2,83,2,4,7,74,-1,14,9,1,3,73,4,0,3,5,15,79,73,61,83,74,73,0,1,0,0,0,0,0,fear,anger,joy
IMG_1436,Female,Caucasian White,disgust,surprise,joy,anger,No,No,No,22,1,6,0,4,67,2,15,10,11,1,61,75,7,2,4,0,12,64,5,8,3,2,18,6,13,60,4,16,1,5,1,77,2,5,10,67,61,75,64,60,77,0,0,0,0,0,0,0,surprise,joy,anger
IMG_1437,Female,Black American,joy,joy,joy,joy,No,No,Yes,76,7,1,4,8,4,94,1,3,1,1,0,76,5,0,3,2,14,82,4,5,6,1,2,99,1,0,0,0,0,2,0,65,29,3,1,76,94,76,82,99,65,0,0,1,1,1,1,1,joy,joy,anger
IMG_1438,Female,East Asian,disgust,fear,fear,disgust,No,No,No,5,0,8,80,6,1,6,2,6,66,10,10,6,6,3,70,2,13,14,2,10,61,9,4,3,4,14,1,75,3,1,0,0,1,92,6,80,66,70,61,75,92,0,0,0,0,0,1,0,fear,fear,disgust
IMG_1439,Female,Latino,anger,anger,anger,anger,No,Yes,No,1,2,87,3,7,0,7,0,84,2,2,5,4,1,82,4,7,2,14,2,1,0,80,3,5,1,81,7,4,2,0,1,98,0,1,0,87,84,82,80,81,98,0,1,0,1,1,1,1,anger,disgust,anger
IMG_1440,Female,Caucasian White,surprise,sadness,fear,joy,No,No,No,12,64,17,3,0,4,28,62,0,6,1,3,7,2,0,76,12,3,1,4,9,73,2,11,82,0,7,7,1,3,92,4,1,2,1,0,64,62,76,73,82,92,0,0,0,0,0,0,0,sadness,fear,joy
IMG_1441,Male,Black American,anger,joy,anger,anger,No,No,Yes,76,19,3,0,1,1,67,3,1,3,21,5,0,0,100,0,0,0,0,0,100,0,0,0,1,0,99,0,0,0,3,83,4,1,8,1,76,67,100,100,99,83,0,0,1,0,1,1,1,joy,anger,sadness
IMG_1442,Female,Caucasian White,surprise,disgust,fear,anger,No,No,No,5,6,14,1,70,4,1,8,3,4,65,19,1,2,1,93,1,2,2,2,2,88,3,3,1,7,86,2,3,1,3,2,74,0,14,7,70,65,93,88,86,74,0,0,0,0,0,0,0,disgust,fear,anger
IMG_1443,Male,Caucasian White,disgust,fear,surprise,surprise,No,No,No,5,2,2,89,2,0,6,2,7,73,1,11,1,1,1,3,1,93,0,0,1,1,6,92,2,3,1,6,20,68,22,7,0,0,4,67,89,73,93,92,68,67,0,0,0,0,0,0,0,fear,surprise,surprise
IMG_1444,Male,Caucasian White,anger,fear,anger,sadness,No,No,No,4,4,8,67,2,15,2,2,6,84,5,1,4,2,85,5,3,1,0,4,88,2,5,1,6,82,7,1,2,2,10,73,12,0,3,2,67,84,85,88,82,73,0,0,0,0,1,0,1,fear,anger,sadness
IMG_1445,Female,Black American,fear,sadness,disgust,disgust,No,No,No,7,85,4,2,1,1,14,69,11,2,1,3,6,5,2,16,65,6,6,2,6,6,68,12,1,4,3,1,89,2,5,19,3,1,70,2,85,69,65,68,89,70,0,0,0,0,0,0,0,sadness,disgust,disgust
IMG_1446,Male,Caucasian White,anger,joy,anger,sadness,No,Yes,Yes,80,1,15,1,0,3,61,2,11,4,12,10,2,0,96,2,0,0,18,0,2,1,79,0,3,73,4,8,2,10,1,11,19,61,1,7,80,61,96,79,73,61,0,1,1,0,1,0,0,joy,disgust,fear
IMG_1447,Female,Black American,surprise,fear,joy,joy,No,No,Yes,12,7,0,74,3,4,3,2,5,85,1,4,62,7,5,4,18,4,89,1,6,0,3,1,67,1,11,8,2,11,1,2,61,9,27,0,74,85,62,89,67,61,0,0,1,0,0,0,0,fear,joy,anger
IMG_1448,Male,Caucasian White,anger,sadness,anger,sadness,No,Yes,Yes,6,89,2,1,0,2,3,71,5,2,18,1,0,7,75,2,15,1,2,1,9,3,82,3,1,93,1,5,0,0,1,3,1,4,5,86,89,71,75,82,93,86,0,1,1,0,1,0,0,sadness,disgust,surprise
IMG_1449,Male,Caucasian White,joy,joy,joy,joy,No,Yes,No,76,5,3,2,5,9,84,1,11,2,1,1,86,0,1,1,11,1,5,5,6,0,2,82,100,0,0,0,0,0,85,2,3,4,3,3,76,84,86,82,100,85,0,1,0,1,1,1,1,joy,surprise,joy
IMG_1450,Female,Latino,disgust,fear,disgust,disgust,No,Yes,No,4,3,4,87,1,1,1,9,7,76,1,6,1,1,0,1,97,0,3,87,2,3,3,2,2,7,2,1,83,5,1,1,0,1,94,3,87,76,97,87,83,94,0,1,0,0,1,1,1,fear,sadness,disgust
